Vector,Label
"['within', 'one', 'of', 'the', 'main', 'scientific', 'are', 'of', 'ife']",0
"['stilling', 'brigadeleder', 'lønn', 'kr']",0
"['highly', 'efficient', 'work', 'environment', 'goal', 'oriented', 'and', 'high', 'spirited']",0
"['kunnskap', 'aktuell', 'forskning', 'felt', 'språkopplæring', 'ell', 'les']",3
"['vær', 'løsningsfokuser', 'resultatorienter', 'god', 'vurderingsevn']",2
"['nærmer', 'opplysning', 'v', 'dag', 'led']",0
"['a', 'ta', 'gjern', 'kontakt', 'tlf']",0
"['mor', 'information', 'about', 'the', 'position', 'pleas', 'visit', 'www']",0
"['godt', 'humør', 'fordel']",2
"['lønn', 'stillingskod', 'sko', 'lønnstrinn']",0
"['tilstedevær', 'inspirer', 'andr', 'strekk', 'ekstr', 'langt', 'lykk']",2
"['ell', 'avdelingsdirektør', 'fornying']",0
"['stilling', 'rapporter', 'bl']",0
"['vær', 'kjøpmann', 'nærmest', 'medarbeid', 'støttespill']",1
"['ønsk', 'undervisningserfaring']",3
"['kanskj', 'treng', 'hjelp', 'opphold', 'sykehus', 'o', 'l', 'ansatt', 'ulob']",0
"['utvikl', 'implementer', 'kontinuer', 'evaluer', 'produktstrategi', 'nordisk', 'marked']",1
['epost'],0
"['forber', 'lag', 'mat', 'vær', 'ansvar', 'fantastisk', 'kjøkk']",1
"['person', 'egnet', 'evn', 'fleksibilit', 'samarbeid', 'samt', 'relevant', 'kompetans', 'erfaring', 'vektlegg']",2
"['hr', 'servic', 'årsverk']",0
"['ell', 'kommersiell', 'leiar']",0
"['forskjel', 'stilling', 'ell', 'send', 'cv', 'vitnemål', 'e', 'post']",0
"['stort', 'inntjeningspotensial']",0
"['innsatsteam', 'gir', 'hjelp', 'bruker', 'ekstr', 'behov', 'vurdering', 'hjelp', 'trygging', 'ell', 'tilrettelegging', 'hjem']",1
"['storgat', 'tromsø']",0
"['moelv', 'aller', 'gang', 'bygg']",0
"['spill', 'ing', 'roll', 'kvinn', 'ell', 'mann', 'drev', 'selg', 'ell', 'nyutdann', 'klar', 'verd']",0
"['attractiv', 'welfar', 'benefit']",0
"['helgelandssykehus', 'hf']",0
"['antall', 'dåp', 'fellesrådsområd']",0
"['ønsk', 'dokumenter', 'god', 'resultat', 'led']",3
"['ann', 'forefallent', 'arbeid']",1
"['god', 'fag', 'kvalifikasjon']",3
['tilby'],0
"['ta', 'ansv', 'brenn', 'intress', 'salg']",2
"['sjåfør', 'må', 'hatt', 'lapp', 'minst', 'år', 'faktisk', 'forstå', 'pepp', 'ansikt', 'utad', 'trafikk']",3
"['dramm', 'plasser', 'høyt', 'list', 'blant', 'land', 'kommun', 'hensyn', 'nye', 'næringsetablering']",0
"['ungdomsarbeid', 'e', 'l']",0
"['lik', 'ver', 'ute', 'ver', 'fysisk', 'aktivit']",2
"['kontaktlær', 'faglær']",1
"['nav', 'mål', 'få', 'fler', 'arbeid', 'aktivit', 'færr', 'stønad']",0
"['opparbeid', 'kundeportefølj', 'sikr', 'fortsatt', 'løsning', 'treng', 'kunn', 'utfør', 'jobb', 'effektiv', 'god', 'måt']",1
"['cv', 'complet', 'overview', 'of', 'education', 'and', 'work', 'experienc']",0
"['trimrom', 'ansatt']",0
"['tiltred', 'avtal']",0
"['as', 'hestvik', 'ell']",0
"['god', 'oppfølging', 'adecco', 'konsulent']",0
"['generelt', 'god', 'datakunnskap']",3
"['erfaring', 'salg']",3
"['inngå', 'lær', 'team']",0
"['arbeid', 'selvstend', 'ent', 'butikk', 'ell', 'hjemmekontor']",1
"['dett', 'rikt', 'jobb']",0
"['dett', 'ikk', 'absolutt', 'krav']",0
"['evn', 'reflekter', 'egen', 'praksis']",2
"['planlegging', 'gjennomføring', 'forebygg', 'vedlikehold']",1
"['nærmer', 'opplysning', 'stilling', 'gis', 'produksjonssjef']",0
"['bachelor', 'grad', 'frå', 'høgskul', 'kompetans', 'innan', 'eigedomsfag', 'landmåling', 'gis']",3
"['vårt', 'slagord', 'samm', 'øyeblikk']",0
"['traine', 'få', 'føl', 'arbeid', 'advokatfullmekt', 'norg', 'størst', 'advokatfirm']",1
"['nyutdann', 'god', 'resultat', 'frå', 'utdanning', 'oppmod', 'søkj']",2
"['søknadsfrist', 'ute', 'mott', 'ei', 'stadfesting', 'søknad', 'mottek']",0
"['samarbeid', 'nærskol', 'fau']",1
"['antall', 'stilling']",0
"['servicefag', 'læreplass', 'lunn', 'jevnak']",0
"['lever', 'enhv', 'tid', 'produkt', 'høy', 'kvalit', 'konkurransedykt', 'pris']",0
"['dersom', 'ikk', 'tilgang', 'send', 'elektronisk', 'søknad', 'søknad', 'send', 'larvik', 'kommun', 'postboks', 'larvik', 'vennligst', 'refer', 'arkivsaksnumm']",0
"['stilling', 'plasser', 'lønnsramm', 'alternativ', 'stat', 'regulativ']",0
"['benytt', 'norsk', 'arbeidsspråk']",3
"['denn', 'attest', 'ikk', 'vær', 'eldr', 'måned', 'oppstart', 'læretid']",0
"['dett', 'fall', 'varsl']",0
"['antall', 'stilling']",0
"['høgr', 'utdanning', 'ell', 'relevant', 'erfaring', 'innan', 'sal', 'marknadsføring', 'reiseliv']",3
"['develop', 'and', 'execut', 'onlin', 'marketing', 'strategy']",1
"['personaloppfølging', 'hms', 'ia']",1
"['vic', 'tilby', 'karrier', 'norg', 'led', 'merkevarekj', 'god', 'utviklingsmu', 'varier', 'spenn', 'arbeidsdag', 'god', 'beting', 'attraktiv', 'ansattgod', 'inkluder', 'kompetent', 'kollega', 'dynamisk', 'arbeidsmiljø']",0
"['selger', 'heltid', 'sykkel', 'vint', 'g', 'max', 'lad']",1
"['vegn', 'kund', 'bygg']",0
"['fagbrev', 'motormekanik', 'maskinist', 'industrimekanik', 'landbruksmekanik', 'anleggsmekanik', 'ell', 'tilsvar']",3
"['planlegg', 'gjennomfør', 'jobbmess', 'dramm']",1
"['it', 'would', 'also', 'be', 'beneficial', 'with', 'knowledg', 'of', 'hpc', 'xml', 'and', 'advanced', 'use', 'of', 'linux', 'contain']",3
"['gjeld', 'lov', 'reglement', 'tariffavtal']",0
"['søk', 'lærling', 'følg', 'læreplass', 'jevnak']",0
"['del', 'modern', 'multisent', 'blant', 'ann', 'butikk', 'spisested', 'kinosal', 'bowling', 'bibliotek']",0
"['samarbeid', 'nav', 'bydel', 'følg', 'arbeidsgiver', 'språkpraksisplass']",1
"['pensjonsyt', 'oslo', 'rapporter', 'direkt', 'avdelingsdirektør', 'overordn', 'resultat']",0
"['jobb', 'tre', 'år', 'int']",0
"['kund', 'fått', 'stor', 'oppdrag', 'trøndelag', 'søk', 'derfor', 'fler', 'medarbeider', 'rådgivning']",1
"['innesalg', 'kundekontakt']",1
['må'],0
"['lønn', 'avtal']",0
"['triv', 'arbeidsmiljø', 'god', 'utviklingsmu']",0
"['tre', 'voksenopplæringssentr', 'nest', 'to', 'åren', 'søk', 'nye', 'veier', 'samarbeid', 'få', 'fler', 'deltager', 'introduksjonsprogramm', 'jobb', 'endt', 'program']",0
"['nav', 'dramm', 'etabler', 'markedsteam', 'nav']",0
"['plenklipp', 'hekkeklipping', 'stell', 'blomst', 'staud', 'busk', 'beskjæring', 'beplantning', 'generell', 'vaktmesteroppgav']",1
"['god', 'kunnskap', 'excel']",2
['helsefagarbeid'],1
"['or', 'get', 'in', 'touch', 'with', 'our', 'personnel', 'giv', 'in', 'this', 'job', 'advertisement']",0
"['ell', 'hjemmesid', 'www']",0
"['willingness', 'to', 'learn', 'norwegian', 'languag', 'and', 'work', 'cultur']",0
"['inkluder', 'læring']",0
"['legg', 'fortløp', 'led', 'stilling', 'facebooksid']",0
"['lønn', 'avtal']",0
"['delt', 'dag', 'rutin', 'ulik', 'praktisk', 'gjøremål']",1
['del'],0
"['dykt', 'medarbeider', 'all', 'ledd', 'produksjon', 'derfor', 'vikt']",0
"['søk', 'jobb']",0
"['fluent', 'level', 'of', 'norwegian']",3
"['lønnsomhetsanalys', 'avviksanalys']",1
"['dersom', 'ønsk', 'reserver', 'oppføring', 'offent', 'søkerlist', 'må', 'dett', 'opplys', 'begrunn', 'søknad']",0
"['personalhus', 'søk', 'sterk', 'arbeidsvil']",2
"['summ', 'internship', 'in', 'one', 'of', 'our', 'electrical', 'disciplin']",0
"['tiltred', 'avtal']",0
"['reim', 'lod', 'as', 'komplett', 'bilanlegg', 'forhandl', 'peugeot', 'mitsubishi', 'bobil', 'jær']",0
"['trykk', 'søk', 'høyr', 'sid', 'send', 'registreringssid']",0
"['derett', 'satt', 'offent', 'utvid', 'søkerlist']",0
"['lønn', 'trekk', 'lovfest', 'pensjonsinnskudd']",0
"['stilling', 'inngår', 'turnus', 'helgejobbing', 'samt', 'kveldsvakt', 'ukedag']",2
"['god', 'samarbeidsforhold', 'samfunn', 'ell']",0
"['erfaring', 'vedlikehold', 'industri', 'ell', 'kjennskap', 'havbruksnæring', 'vær', 'fordel']",3
"['søk', 'erfar', 'kommersielt', 'orienter']",0
"['all', 'rett', 'godt', 'liv']",0
"['arbeidsperiod', 'juni']",0
"['tillegg', 'fell', 'ansv', 'butikk', 'fremstår', 'ren', 'tiltal', 'enhv', 'tid', 'inkluder', 'jobb', 'blant', 'ann']",1
"['opptatt', 'ta', 'medarbeider']",0
"['års', 'relevant', 'arbeidserfaring']",0
"['prosjekt', 'mål', 'fremm', 'god', 'hels', 'ansatt', 'fokuser', 'barn', 'tilknytning', 'gjennom', 'primærkontaktsystem']",1
"['lønnsansiennit', 'barn']",0
"['forskrift', 'tilsetting', 'stipendiat', 'finn', 'følg', 'adress']",0
"['videreutvikl', 'profesjonaliser', 'polici', 'rekruttering', 'hr', 'dat', 'systemutvikling']",1
"['skolesamarbeid', 'plan', 'trosopplæring']",0
"['link', 'søknadsskjem', 'send', 'søknad']",0
"['søknadsfrist', 'snarest']",0
"['evn', 'fleksibilit']",2
"['må', 'vær', 'positiv', 'flink', 'samarbeid', 'vis', 'initiativ', 'kunn', 'arbeid', 'selvstend', 'effektiv', 'travelt', 'arbeidsmiljø']",2
"['oppfølging', 'parkeringsutstyr', 'parkeringsplass']",1
"['innstilt', 'tett', 'lærersamarbeid', 'overbevist', 'all', 'elev', 'lær', 'mye']",0
"['nysgjerr', 'hør', 'mer', 'diss', 'spenn', 'stilling', 'ell', 'ønsk', 'send', 'søknad']",0
"['herund', 'ligg', 'markedsføring', 'økonomisk', 'styring', 'sponsorarbeid', 'booking', 'artist', 'samarbeid', 'styr', 'ulik', 'festivalkomitee']",1
"['kassearbeid', 'ann', 'forefall', 'arbeid']",1
"['dett', 'to', 'forholdsvis', 'små', 'enkl', 'regnskap']",0
"['grunn', 'solid', 'økning', 'salg', 'ønsk', 'styrk', 'vårt', 'salgsteam', 'søk', 'derfor', 'distriktssjef', 'distrikt', 'hedmark', 'oppland']",1
"['motiver', 'strategisk', 'lagarbeid', 'fremtidsrett', 'samfunn']",0
"['ansv', 'fag', 'tilbud', 'bruk']",1
"['ansv', 'enkeltelev', 'klass', 'aktivitet', 'barn', 'ute']",1
"['løsningsorienter', 'lik', 'skap', 'resultat']",2
"['hold', 'oppdater', 'eget', 'fagområd']",1
"['delt', 'arbeidsplass', 'endringsprosess', 'takt', 'samfunnsendring', 'krav']",1
"['hjert', 'bryr', 'kund']",2
"['stabsleder', 'medlem', 'rådmann', 'ledergrupp', 'to', 'stabsleder', 'administrasjon']",0
"['må', 'kunn', 'kommuniser', 'engelsk', 'helst', 'norsk']",3
"['derfor', 'god', 'mul', 'lærling', 'ncc']",0
"['x', 'vikariat', 'miljøterapeut']",1
"['vern', 'bustad', 'grand', 'f', 't', 'timar', 'dagvakt', 'timar', 'nattevakt', 'tiltak', 'tiltak', 'kortar', 'vakt']",0
"['egen', 'bedriftshelsetjenest', 'ansatt']",0
"['spørsmål', 'knytt', 'stilling', 'ta', 'kontakt', 'økonomilei']",0
"['led', 'stilling']",0
"['behersk', 'norsk', 'engelsk', 'munt', 'skrift']",3
"['styrardel', 'utgj', 'stilling']",0
"['sikr', 'barn', 'ung', 'sted', 'vær', 'fritid']",0
"['få', 'anledning', 'utr', 'aktuell', 'retts', 'spørsmål', 'advokat', 'få', 'erfaring', 'skriv', 'utk', 'brev', 'notat', 'prosesskrift']",1
"['hr', 'sjef']",1
['stilling'],0
"['tid', 'består', 'enhet', 'ca', 'ansatt', 'fordelt', 'avdeling', 'avdeling', 'fellestjenest', 'inngår']",0
"['erfaring', 'psykososialt', 'organisatorisk', 'arbeidsmiljø', 'dett', 'vær', 'fordel']",3
"['vær', 'mul', 'fast', 'ansett', 'sesongperiod', 'rikt', 'person']",0
"['kopi', 'vitnemål', 'karakt', 'frå', 'sist', 'termin', 'må', 'ver', 'vedlagt', 'søknad']",3
"['it', 'would', 'also', 'be', 'beneficial', 'with', 'knowledg', 'of', 'hpc', 'xml', 'and', 'advanced', 'use', 'of', 'linux', 'contain']",3
"['kontorsted', 'nordstrand', 'oslo', 'kort', 'avstand', 'kollektivtransport']",0
"['st', 'kod']",0
"['bør', 'vær', 'robust', 'behersk', 'energisk', 'besluttsom']",2
"['lønn', 'avtal']",0
"['erfaring', 'frå', 'bb', 'sal', 'teambygging']",3
"['barnehag', 'skol', 'kultur', 'bibliotek', 'sang']",0
"['grow', 'our', 'presenc', 'through', 'social', 'medi', 'channel']",1
"['furth', 'information', 'pleas', 'contact']",0
"['stilling', 'krev', 'sterkt', 'samfunnsmess', 'engasjement', 'solid', 'rolleforstå', 'evn', 'skap', 'engasjement', 'effektiv', 'samarbeid', 'båd', 'internt', 'eksternt']",2
"['politidistrikt', 'medarbeiderplattform', 'beskriv', 'medarbeider', 'politi', 'helhetsorienter', 'tett', 'respektfull', 'mod']",2
"['fall', 'dett', 'vær', 'spenn', 'mul']",0
"['sikr', 'klubbansvar', 'nok', 'informasjon', 'gjør', 'god', 'jobb']",1
"['led', 'næring']",0
"['direktør', 'rapporter', 'fakultet', 'dekan']",1
"['innenfor', 'reiseliv', 'hotellbransj', 'fler', 'søsterhotell', 'region']",0
"['fokus', 'elev', 'læring', 'syn', 'gjennom', 'årvoll', 'skol', 'standard']",0
"['salssjef', 'key', 'account', 'internasjonal', 'marked']",1
"['krav', 'fremlegg', 'politiattest']",3
"['stell', 'blomst', 'ute']",1
['tlf'],0
"['ser', 'godkjent', 'bachelorutdann', 'sosionom', 'barnevernspedagog', 'verneplei', 'lær', 'spes']",3
"['kremmerånd', 'selvgå', 'strukturer', 'positiv', 'offensiv']",2
"['stilling', 'gjeld', 'van', 'kommunal', 'ansettelsesvilkår', 'medlemskap', 'klp']",0
"['legg', 'vekt', 'tilsett', 'evn', 'jobb', 'selvstend']",2
"['god', 'utviklingsmu', 'fag']",0
"['arbeidsvilkår', 'fastsatt', 'lov']",0
"['arbeidstaker', 'ansett', 'kommun', 'vilkår', 'rett', 'plikt', 'følg', 'overenskomst', 'reglement', 'lov']",0
"['ledererfaring', 'god', 'lederegenskap']",3
"['tillegg', 'ansv', 'saksbehandl', 'yrkessykdomsak']",1
"['kreativ', 'initiativrik', 'kombiner', 'god', 'forretningsforstå']",2
"['førerkort', 'klass', 'b', 'svært', 'god', 'formuleringsevn', 'norsk', 'munt', 'skrift']",3
"['svært', 'god', 'grunn', 'skjerm', 'søkjar', 'frå', 'offent', 'søkjarlist']",0
"['bidr', 'utvikl', 'ny', 'kundebas', 'trondheim']",1
"['competenc', 'and', 'interest', 'within', 'jav', 'technologi', 'spring', 'eclips', 'jdbc', 'jquery', 'testing', 'with', 'junit']",3
"['student', 'and', 'or', 'technical', 'background']",3
"['krav', 'kompetans']",0
"['pensjonsmedlemsskap', 'klp']",0
"['trygg', 'gå', 'stå', 'kompleks', 'prosess']",2
"['bidr', 'godt', 'skol', 'hjemsamarbeid']",1
"['send', 'søknad', 'finn']",0
"['bakeriavdeling', 'inkluder', 'personalansv']",1
"['vær', 'traine', 'norg', 'størst', 'advokatfirm']",0
"['rekrutter', 'traine', 'løp', 'arbeidslivsdag', 'uio', 'uib']",0
"['basic', 'competenc', 'within', 'python', 'and', 'linux', 'and', 'linux', 'contain', 'dock']",3
"['løn', 'tilsettingsvilkår']",0
"['all', 'søknad', 'send', 'via']",0
"['konstituer', 'seksjonslei']",1
"['stort', 'rom', 'person', 'initiativ']",2
"['lønn', 'henhold', 'tariff']",0
"['bedrift', 'står', 'foran', 'spenn', 'utfordring', 'tilby', 'interessant', 'krev', 'jobb', 'triv', 'miljø']",0
"['kværnerdal', 'barnehag', 'ligg', 'lik', 'kværnerby', 'kort', 'avstand', 'offent', 'kommunikasjon']",0
"['videregå', 'skol', 'nivå', 'nye', 'modern', 'lokal', 'helsfyr']",0
"['deltak', 'vaktordning']",1
"['gled', 'hør']",0
"['sterkt', 'fag', 'miljø', 'lokalt', 'norg', 'internasjonalt']",0
"['stilling', 'fast', 'arbeidstid', 'medleverturnus', 'døgn', 'arbeid', 'døgn', 'fri', 'døgn', 'arbeid', 'døgn', 'fri', 'rapportering', 'avdelingsled']",0
"['lønn', 'avtal']",0
"['stilling', 'års', 'engasjement', 'led', 'snar', 'tiltred']",0
"['gjern', 'utdanning', 'språk', 'pedagogikk', 'karriereveiledning']",3
"['sentralt', 'mottak', 'post']",0
"['franchisegiv', 'telenor', 'spenn', 'butikkonsept', 'rull', 'hel', 'land']",0
"['les', 'mer', 'fakultet', 'http', 'www']",0
"['erfaring', 'arbeid', 'offent', 'forvaltning']",3
"['person', 'positiv', 'sosial', 'skap', 'tillit', 'trivsel', 'omgiv']",2
"['prosjekter', 'km', 'nytt', 'dobbeltspor', 'km', 't', 'sørli', 'lillehamm']",0
"['stillingsprosent', 'treng', 'arbeidstid', 'snakk']",0
"['kort', 'stilling']",0
"['initiativrik', 'god', 'samarbeidsegenskap']",2
"['høyer', 'økonomisk', 'utdann']",3
"['ann', 'forefall', 'arbeid']",1
"['spenn', 'meningsfylt', 'arbeidsoppgav']",0
"['ansv', 'nødvend', 'vedlikehold', 'kirkegård', 'kirkegård', 'bygning', 'utført']",1
"['stilling', 'innebær', 'kreativ', 'tenking', 'utvikling', 'nye', 'produkt', 'samt', 'metod', 'opplæring', 'innsatt', 'innenfor', 'fengsl', 'sikkerhetsramm']",1
"['hovedansv', 'lederstøtt', 'lederutvikling']",1
"['arbeidsoppgav', 'tid', 'skol']",0
"['spørsmål', 'angå', 'stilling', 'rett', 'økonomisjef']",0
"['aln', 'barneverntjenest', 'saml', 'enh', 'organiser', 'ulik', 'avdeling']",0
"['søk', 'allsid', 'fleksibel', 'medarbeid', 'administrasjon']",1
"['rektor', 'mobil']",0
"['yte', 'servic', 'publikum', 'samarbeidspartner']",1
"['søk', 'jobb']",0
"['utviklingsavdeling', 'mht']",0
"['ell', 'komm', 'innom', 'lunn', 'rådhus', 'sandsveg', 'roa']",0
"['politiattest', 'tuberkulinattest', 'ny', 'dato', 'må', 'leggj', 'fram', 'tilsetjing']",3
"['koordinering', 'all', 'områd', 'prosjektorganisasjon', 'inklusiv', 'utstyrsleverandør', 'hensyn', 'lci', 'aktivitet']",1
"['støtt', 'utdanningsetat', 'veilederteam']",0
"['denn', 'stilling', 'ny', 'vikt', 'link', 'salgsavdeling', 'kund', 'leverandør']",0
['kr'],0
"['tilbehør', 'stilling', 'går']",0
"['sett', 'nye', 'grøntanlegg']",1
"['ansv', 'oppfølging', 'bruker', 'utgangspunkt', 'enkelt', 'individuell', 'behov', 'fokus', 'arbeid', 'aktivit']",1
"['se', 'informasjon', 'søknadsskjem', 'kommun', 'hjemmesid', 'und', 'led', 'stilling']",0
"['koordineringsansv', 'oppgav', 'innenfor', 'sivil', 'rettsplei', 'tillagt', 'politi', 'tillegg', 'vær', 'namsfogd', 'grenland']",1
"['må', 'kunn', 'still', 'kort', 'varsel', 'avløs', 'team', 'supportsenter', 'feri', 'ann', 'fravær']",0
"['jobbnorg', 'id']",0
"['kultur', 'ungdomsarbeid', 'legg', 'vekt', 'andr', 'ansatt', 'fritidsklubb', 'god', 'rollemodell']",1
"['send', 'kortfatt', 'søknad', 'cv', 'aug']",0
"['kunnskap', 'mat', 'vin', 'pluss', 'stilling', 'innebær', 'del', 'matservering']",3
"['opplæring', 'gitt', 'hold', 'verktøy', 'arbeidsklær']",0
['vikariat'],0
"['end', 'lønnsplassering', 'lønnstrinn', 'avheng', 'kvalifikasjon', 'ansiennit']",0
"['person', 'innvandrerbakgrunn', 'oppfordr', 'søk']",0
"['treng', 'vinnerteam']",0
"['søknad', 'send']",0
"['attest', 'vitnemål', 'tas', 'evt']",3
"['training', 'support', 'and', 'continual', 'focus', 'on', 'personal', 'development']",0
"['kvalifikasjon', 'ikk', 'påkrev']",0
"['nav', 'ia']",0
"['stillingtyp', 'fast', 'tilsett']",0
"['lik', 'arbeid', 'team', 'allikevel', 'evn', 'arbeid', 'selvstend', 'ta', 'ansv', 'egn', 'vurdering']",2
['kr'],0
"['spørsmål', 'vedrør', 'elektronisk', 'søknadsskjem', 'rett', 'personalkonsulent']",0
"['spesielt', 'fokus', 'barn', 'ung']",0
"['norg', 'størst', 'forretningsjuridisk', 'advokatfirma', 'profesjonell', 'medarbeider', 'spisskompetans', 'transaksjon', 'skatt', 'avgift', 'samt', 'forretningsjus']",1
"['totalt', 'medarbeider', 'fordelt', 'fag', 'bygg', 'prosjektadministrasjon', 'vann', 'avløp', 'miljø', 'veg', 'takst', 'ti', 'elektro', 'vvs', 'ritb']",0
"['oppfordr', 'søk', 'elektronisk', 'via', 'link', 'sid']",0
"['krev', 'plettfri', 'vandel', 'kunn', 'tiltr', 'stilling']",3
"['follows', 'standard', 'diagnostic', 'procedur', 'with', 'an', 'emphasis', 'on', 'handling', 'the', 'most', 'frequently', 'asked', 'question', 'as', 'effectively', 'as', 'possibl', 'recognizing', 'mor', 'complex', 'problem', 'and', 'escalating', 'accordingly']",1
"['spenn', 'hektisk', 'arbeidsmiljø']",0
['forskningsdirektør'],1
"['lønn', 'forhold', 'gjeld', 'avtaleverk']",0
"['samarbeid', 'skiftled', 'drift', 'forbrenning']",1
"['vurdering', 'læring']",0
"['ta', 'ansv', 'godt', 'arbeidsmiljø']",1
"['lønn', 'trekk']",0
"['erfaring', 'fiskeindustri', 'fordel', 'få', 'grund', 'opplæring']",3
"['søknad', 'cv', 'send']",0
"['rockefestival', 'dag', 'led', 'få', 'overordn', 'ansv', 'utvikling', 'organisering', 'gjennomføring', 'festival']",1
"['aktiv', 'engasjer', 'arbeidsmiljø']",0
"['nationaltheatr', 'søk', 'lønningsansvar', 'fast', 'stilling', 'varier', 'kreativ', 'teatermiljø']",1
"['arbeidstid', 'hovedsak', 'dagtid', 'overtid', 'forekomm', 'forbind', 'ferdigstilling', 'arbeid']",0
"['person', 'egnet', 'vektlagt']",0
"['slakting', 'laks', 'topp', 'modern', 'slakteri']",1
"['elektronisk', 'søknadsskjem']",0
"['antall', 'stilling']",0
"['salgsfokuser', 'høy', 'integrit']",2
"['tilbyr', 'spenn', 'utfordring', 'land', 'størst', 'medieselskap']",0
"['vaksdal', 'kommun', 'tilby']",0
"['dersom', 'interesser', 'butikkarbeid', 'vær', 'fordel', 'mht', 'stillingsbrøk']",0
"['the', 'opportunity', 'to', 'join', 'our', 'fast', 'growing', 'team', 'early', 'and', 'hav', 'a', 'great', 'influenc', 'the', 'futur', 'of', 'joubel']",0
"['kommuniser', 'opptr', 'måt', 'forvent', 'typ', 'bedrift']",2
"['bakgrunn', 'tilsvar', 'virksom', 'kunnskap', 'bøtefag', 'vær', 'fordel', 'ikk', 'krav']",3
"['må', 'god', 'samarbeidsevn', 'triv', 'jobb', 'del', 'lag', 'evn', 'vurdering', 'avgjør', 'lag', 'suksess']",2
"['excellent', 'communication', 'skill']",3
"['mest', 'sannsyn', 'dam', 'lik', 'dam', 'flest']",0
"['anlegg', 'avanser', 'røykgassrensing', 'posefilt', 'våtvask', 'vannrenseanlegg']",0
"['competitiv', 'salary', 'and', 'otp']",0
"['lyst', 'jobb', 'aktivitetsskol', 'vahl']",0
"['praktisk', 'teologisk', 'utdanning']",3
"['politi', 'politiregister']",0
"['spenn', 'utfordr', 'oppgav', 'fremtidsrett', 'aktiv', 'organisasjon', 'lang', 'tradisjon', 'frivil']",0
"['fortrinnsvis', 'søk', 'person', 'fagbrev']",3
"['snakk', 'skriv', 'godt', 'norsk']",3
"['dett', 'tilby']",0
"['numb', 'of', 'position']",0
['søker'],0
"['nærmer', 'opplysning', 'stilling', 'gis']",0
"['god', 'datakunnskap']",2
"['turnusarbeid', 'ei', 'tid', 'gjeld', 'turnus']",0
"['gjern', 'glad', 'lag', 'mat']",2
"['søk', 'gjensid']",0
"['søk', 'person']",0
"['mang', 'engasjer', 'sang', 'musikk']",0
"['a', 'fast', 'growing', 'company', 'with', 'opportuniti', 'to', 'progress']",0
"['spenn', 'fagmiljø', 'godt', 'arbeidsmiljø', 'varier', 'arbeidsoppgav']",0
"['mer', 'informasjon']",0
"['a', 'completed', 'msc', 'degre', 'in', 'comput', 'scienc', 'or', 'mathematic']",3
"['strong', 'operational', 'project', 'management', 'and', 'communication', 'skill']",2
"['godt', 'fagmiljø', 'mul', 'person', 'vekst', 'utvikling']",0
"['led', 'kirkegård', 'tlf']",0
"['samm', 'andr', 'skap', 'båd', 'fag', 'bredd', 'vær', 'vikt', 'bidragsyt', 'saml', 'kompetanseutvikling']",0
"['kunn', 'klarer', 'hemm', 'jf', 'sikker']",3
"['as', 'tlf']",0
"['windows', 'ms', 'skyp']",3
"['triv', 'arbeidsmiljø', 'god', 'utviklingsmu']",0
"['one', 'of', 'our', 'client', 'in', 'ath', 'we', 'are', 'looking']",0
"['person', 'lik', 'jobb', 'selvsend', 'yte', 'god', 'sevic', 'samarbeid', 'andr', 'kollega']",2
"['kontor', 'varnavei', 'moss', 'sentrumsbygg', 'kolbotn']",0
"['samarbeid', 'diakoniutvalg']",1
"['viktigst', 'oppgav', 'låseansvar', 'butikkmedarbeider', 'skap', 'god', 'handleopplev', 'kund']",1
"['får', 'jobb', 'fremtid', 'produkt']",1
"['selvstend', 'tar', 'initiativ', 'ansv']",2
"['cv', 'søknad', 'registrer', 'jobbsenter', 'nettsid']",0
"['spesifis', 'søknad', 'period', 'arbeid']",0
"['rollemodell', 'barn']",0
"['må', 'evn', 'jobb', 'selvstend']",2
"['interess', 'digital', 'tilnærming', 'undervisning']",2
"['nam', 'and', 'contact', 'detail', 'of']",0
"['elev', 'læring', 'fokus']",1
"['høy', 'grad', 'fleksibilit']",2
"['del', 'høyt', 'fag', 'sosialt', 'miljø']",0
"['kanskj', 'mod', 'lokk', 'frem', 'salgsinstinkt', 'først', 'gang', 'ell', 'ivr', 'bygg', 'vider', 'salgserfaring', 'aller']",0
"['janu', 'slår', 'kommun', 'samm', 'eid', 'kommun', 'dann', 'hustadvik', 'kommun']",0
"['ordr', 'innkjøp']",1
"['tillegg', 'søk', 'utlyst', 'stillingsannons', 'ser', 'gjern', 'vis', 'interess', 'send', 'generell', 'jobbsøknad']",0
"['sertifikat', 'ver', 'sjåfør', 'bruk']",3
"['relasjonsbygg', 'selgertyp', 'strukturer', 'utadvend', 'arbeidsstil']",2
"['montasjeled', 'må', 'kunn', 'planlegg', 'montasj']",1
"['amt', 'fokus', 'tverrfag', 'evidensbaser', 'kunnskap', 'helsefremm', 'forebygg', 'reager', 'arbeidsmiljøarbeid']",0
"['helt', 'oppstart', 'får', 'unik', 'mul', 'vær', 'sett', 'preg', 'bråtenallé', 'barnehag']",0
"['sikr', 'innkjøp', 'tenest', 'skjer', 'rett', 'tid', 'rett', 'kvalit', 'rett', 'pris']",1
['arbeid'],0
"['korskirk', 'sitteplass']",0
"['bestått', 'norsk', 'nivå', 'c', 'c', 'nasjonal', 'norskprøv', 'ell', 'tilsvar', 'munt', 'skrift', 'behersk']",3
